Date,Open,High,Low,Close,Adj Close,Volume
2023-04-03,639.000000,643.900024,636.440002,642.469971,630.011230,1568200
2023-04-04,643.150024,644.239990,632.000000,634.409973,622.107544,1342900
2023-04-05,631.140015,631.700012,625.700012,629.010010,616.812317,1690800
2023-04-06,624.159973,628.400024,618.969971,622.640015,610.565857,1449300
2023-04-10,618.049988,627.869995,616.450012,627.390015,615.223755,1540000
2023-04-11,630.780029,630.880005,620.820007,621.570007,609.516602,1651800
2023-04-12,627.340027,627.520020,616.260010,616.700012,604.741028,1411200
2023-04-13,619.070007,626.500000,617.109985,624.239990,612.134766,1726500
2023-04-14,620.479980,628.030029,615.210022,619.539978,607.525940,1746500
2023-04-17,618.609985,628.340027,617.809998,627.359985,615.194275,1320100
2023-04-18,631.619995,635.500000,627.130005,632.320007,620.058105,1680600
2023-04-19,626.789978,636.789978,625.549988,634.500000,622.195862,1906000
2023-04-20,627.859985,642.729980,627.140015,633.020020,620.744568,2023900
2023-04-21,630.599976,633.799988,621.989990,632.900024,620.626892,1480700
2023-04-24,633.640015,638.849976,631.789978,634.539978,622.235107,1233800
2023-04-25,633.989990,635.989990,621.739990,622.020020,609.957886,2367000
2023-04-26,619.969971,623.130005,613.510010,616.190002,604.240906,1717900
2023-04-27,616.190002,620.090027,603.229980,618.409973,606.417847,1825000
2023-04-28,619.070007,626.780029,614.559998,626.500000,614.350952,1618300
2023-05-01,626.500000,638.989990,626.200012,637.950012,625.578857,1703000
2023-05-02,625.760010,626.500000,605.020020,612.340027,600.465576,2835700
2023-05-03,616.900024,621.950012,612.400024,613.200012,601.308838,1981600
2023-05-04,610.000000,613.960022,601.289978,610.159973,598.327759,1768400
2023-05-05,615.950012,631.469971,613.369995,630.119995,617.900757,2486400
2023-05-08,629.780029,630.729980,620.580017,629.059998,616.861267,1393400
2023-05-09,622.729980,624.070007,615.859985,618.510010,606.515930,1699000
2023-05-10,622.059998,628.000000,618.270020,626.270020,614.125549,1917400
2023-05-11,626.580017,628.479980,617.989990,627.669983,615.498230,1443000
2023-05-12,628.380005,632.700012,624.210022,631.150024,618.910889,1194200
2023-05-15,631.869995,640.020020,628.469971,639.799988,627.393066,1461400
2023-05-16,640.460022,646.909973,638.729980,641.440002,629.001221,1496700
2023-05-17,647.349976,660.900024,644.580017,657.469971,644.720337,2413300
2023-05-18,656.000000,679.359985,656.000000,677.900024,664.754272,2638900
2023-05-19,680.000000,684.950012,678.409973,682.250000,669.019897,2296400
2023-05-22,681.400024,684.679993,674.119995,678.369995,665.215149,1779600
2023-05-23,690.640015,698.989990,682.020020,686.500000,673.187439,3608800
2023-05-24,681.440002,684.309998,676.059998,679.530029,666.352661,2302100
2023-05-25,699.409973,732.390015,690.770020,728.799988,714.667175,4926300
2023-05-26,747.429993,814.979980,747.020020,812.729980,796.969604,8250000
2023-05-30,835.119995,921.780029,798.809998,803.340027,787.761719,11691200
2023-05-31,794.900024,821.669983,790.130005,807.960022,792.292114,8999800
2023-06-01,800.619995,805.789978,785.159973,789.950012,774.631348,8079200
2023-06-02,790.640015,823.770020,787.200012,812.000000,796.253784,6279700
2023-06-05,809.200012,809.200012,794.479980,802.299988,786.741882,2622200
2023-06-06,802.000000,802.000000,776.380005,790.000000,774.680420,3782300
2023-06-07,789.820007,805.450012,787.510010,792.630005,777.259460,2895700
2023-06-08,794.909973,805.010010,788.780029,804.200012,788.605042,2190900
2023-06-09,805.799988,817.750000,803.880005,804.619995,789.016846,1924100
2023-06-12,811.119995,858.000000,811.119995,855.359985,838.772949,5106500
2023-06-13,861.130005,863.260010,841.000000,851.119995,834.615112,3899000
2023-06-14,855.900024,888.539978,847.219971,886.179993,868.995300,4352400
2023-06-15,884.409973,887.969971,871.020020,883.429993,866.298584,3381400
2023-06-16,889.280029,889.950012,865.450012,868.109985,851.275696,6829200
2023-06-20,862.659973,877.070007,861.010010,868.030029,851.197266,2753500
2023-06-21,860.000000,866.000000,844.599976,847.659973,835.650635,2322900
2023-06-22,845.090027,848.909973,835.309998,842.429993,830.494690,2346400
2023-06-23,834.010010,836.020020,818.849976,822.150024,810.502075,3740700
2023-06-26,825.000000,837.000000,820.219971,821.630005,809.989441,2137200
2023-06-27,828.679993,850.000000,821.000000,848.400024,836.380188,2492300
2023-06-28,838.729980,858.530029,837.059998,847.940002,835.926636,1944500
2023-06-29,854.450012,862.840027,846.409973,862.570007,850.349365,2338600
2023-06-30,868.520020,874.570007,864.330017,867.429993,855.140564,2313900
2023-07-03,868.619995,876.729980,864.919983,876.440002,864.022888,903800
2023-07-05,867.400024,876.900024,861.750000,861.859985,849.649414,1444000
2023-07-06,845.000000,853.900024,844.330017,848.000000,835.985840,2393900
2023-07-07,850.429993,857.989990,844.659973,846.750000,834.753540,1940100
2023-07-10,848.280029,879.169983,848.280029,877.729980,865.294617,3062200
2023-07-11,881.109985,883.000000,864.630005,882.049988,869.553406,2550400
2023-07-12,889.000000,897.590027,882.000000,889.950012,877.341553,2819700
2023-07-13,898.940002,898.940002,878.270020,890.359985,877.745667,2591200
2023-07-14,886.159973,903.349976,886.159973,888.580017,875.990845,1850300
2023-07-17,891.010010,913.210022,889.780029,910.349976,897.452454,2681900
2023-07-18,905.979980,909.900024,898.260010,903.429993,890.630493,2451800
2023-07-19,897.270020,905.969971,885.630005,901.369995,888.599670,2411800
2023-07-20,892.539978,907.000000,886.000000,888.340027,875.754272,2826800
2023-07-21,904.489990,911.150024,893.830017,896.750000,884.045166,7426100
2023-07-24,900.799988,905.440002,894.229980,901.590027,888.816650,1999200
2023-07-25,900.619995,923.179993,900.619995,917.989990,904.984192,2004200
2023-07-26,909.000000,910.619995,887.650024,893.090027,880.437073,1987700
2023-07-27,908.500000,909.849976,886.000000,893.530029,880.870789,2192200
2023-07-28,899.320007,903.559998,893.950012,899.789978,887.042053,1879100
2023-07-31,897.500000,901.000000,891.000000,898.650024,885.918274,1495200
2023-08-01,898.979980,920.619995,897.700012,920.000000,906.965698,1968300
2023-08-02,912.299988,913.000000,890.289978,892.299988,879.658142,2687700
2023-08-03,886.619995,895.330017,881.080017,884.979980,872.441833,1828100
2023-08-04,884.979980,893.619995,873.369995,881.650024,869.159119,2115600
2023-08-07,887.679993,897.369995,885.270020,897.059998,884.350769,1114600
2023-08-08,890.090027,890.599976,873.400024,883.159973,870.647644,1408100
2023-08-09,882.719971,883.530029,848.719971,850.729980,838.677124,2467200
2023-08-10,853.119995,861.500000,837.070007,842.900024,830.958130,2018600
2023-08-11,834.010010,836.400024,823.479980,829.760010,818.004272,2032300
2023-08-14,831.130005,854.179993,827.380005,854.099976,841.999390,1768800
2023-08-15,849.210022,854.619995,836.460022,842.520020,830.583496,1403500
2023-08-16,847.789978,854.500000,831.960022,832.989990,821.188477,1600300
2023-08-17,836.510010,839.419983,827.010010,827.099976,815.381958,1922800
2023-08-18,820.000000,828.169983,812.000000,825.840027,814.139832,1775400
2023-08-21,834.059998,867.340027,831.770020,865.140015,852.882996,3001200
2023-08-22,873.409973,874.750000,850.880005,855.789978,843.665405,1708200
2023-08-23,850.770020,878.190002,850.000000,876.580017,864.160889,1969200
2023-08-24,902.349976,909.859985,852.460022,854.460022,842.354309,3093400
2023-08-25,857.020020,869.440002,837.669983,851.820007,839.751709,2418100
2023-08-28,856.390015,864.130005,847.109985,861.080017,848.880554,1430600
2023-08-29,858.400024,892.840027,856.419983,889.929993,877.321777,2782200
2023-08-30,892.390015,898.710022,879.109985,892.280029,879.638550,2323400
2023-08-31,898.010010,923.669983,893.770020,922.890015,909.814819,5520300
2023-09-01,901.869995,901.869995,864.659973,872.520020,860.158447,6494200
2023-09-05,869.510010,883.000000,867.000000,872.169983,859.813354,2480800
2023-09-06,872.500000,877.369995,866.739990,872.270020,859.912048,2014200
2023-09-07,859.500000,861.690002,840.520020,857.030029,844.887939,2778900
2023-09-08,855.000000,860.830017,850.119995,857.549988,845.400513,1681000
2023-09-11,868.770020,869.000000,845.650024,859.140015,846.968018,1571000
2023-09-12,850.239990,858.270020,841.659973,844.520020,832.555176,1668000
2023-09-13,847.190002,859.109985,844.239990,852.929993,840.845947,1741300
2023-09-14,859.030029,876.669983,855.000000,871.640015,859.290955,1964800
2023-09-15,868.159973,868.159973,842.900024,851.679993,839.613708,5010700
2023-09-18,842.580017,856.330017,840.000000,850.000000,837.957520,1654100
2023-09-19,845.989990,851.030029,838.500000,849.200012,837.168884,1312600
2023-09-20,849.989990,849.989990,830.349976,830.570007,823.262329,1368100
2023-09-21,795.109985,822.500000,795.090027,808.359985,801.247681,5365400
2023-09-22,811.239990,830.580017,810.380005,829.080017,821.785400,2776400
2023-09-25,828.000000,838.559998,823.010010,833.890015,826.553101,1564800
2023-09-26,829.169983,830.270020,811.210022,816.190002,809.008789,1764100
2023-09-27,819.260010,823.679993,804.380005,816.809998,809.623352,1535200
2023-09-28,820.169983,838.859985,814.679993,832.000000,824.679688,1618000
2023-09-29,836.450012,844.039978,822.909973,830.580017,823.272217,1647600
2023-10-02,829.059998,838.559998,823.500000,834.950012,827.603760,1467600
2023-10-03,827.000000,835.750000,808.909973,814.830017,807.660767,1876100
2023-10-04,820.330017,830.580017,816.299988,823.809998,816.561768,1641700
2023-10-05,820.109985,828.630005,815.479980,823.859985,816.611328,1147400
2023-10-06,819.400024,848.390015,811.719971,845.260010,837.823059,2109800
2023-10-09,840.460022,856.609985,837.830017,855.880005,848.349609,1576000
2023-10-10,857.150024,872.549988,855.719971,858.409973,850.857300,1471800
2023-10-11,859.710022,875.340027,856.549988,874.559998,866.865234,1433400
2023-10-12,876.429993,917.929993,876.429993,905.599976,897.632080,4387100
2023-10-13,909.000000,925.909973,882.090027,883.179993,875.409363,2831200
2023-10-16,890.969971,915.789978,890.969971,902.570007,894.628784,2115000
2023-10-17,885.150024,892.979980,866.000000,884.400024,876.618713,3300800
2023-10-18,879.950012,895.630005,875.200012,887.030029,879.225586,2040400
2023-10-19,887.020020,889.489990,865.669983,867.830017,860.194519,2662000
2023-10-20,874.900024,874.900024,851.840027,853.630005,846.119385,2694600
2023-10-23,857.960022,873.599976,842.820007,862.219971,854.633789,1645600
2023-10-24,864.000000,883.000000,863.119995,881.109985,873.357605,1497200
2023-10-25,877.070007,878.729980,846.080017,849.630005,842.154541,2143200
2023-10-26,847.909973,854.419983,818.340027,826.750000,819.475891,2791700
2023-10-27,830.000000,840.210022,828.539978,838.359985,830.983765,1823600
2023-10-30,841.099976,849.429993,827.150024,841.250000,833.848328,2088900
2023-10-31,843.890015,845.500000,832.599976,841.369995,833.967285,1474700
2023-11-01,842.000000,853.830017,835.570007,852.940002,845.435425,1868400
2023-11-02,862.000000,880.500000,860.000000,871.299988,863.633911,1875900
2023-11-03,877.500000,887.500000,871.059998,882.679993,874.913818,1803100
2023-11-06,881.559998,885.890015,871.210022,880.830017,873.080078,1287000
2023-11-07,882.320007,901.770020,876.159973,897.820007,889.920593,1936500
2023-11-08,900.000000,912.909973,899.000000,911.130005,903.113464,1528000
2023-11-09,912.500000,929.799988,908.559998,911.380005,903.361328,2448600
2023-11-10,921.739990,958.950012,918.210022,957.520020,949.095337,3627200
2023-11-13,950.049988,952.400024,940.479980,946.929993,938.598511,1689300
2023-11-14,962.340027,976.770020,955.250000,972.960022,964.399536,2388600
2023-11-15,979.510010,981.750000,966.909973,975.400024,966.818054,1609900
